Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,STL.1,BLK.1,Rookie_Year,Fetch_Date
18,Bilal Coulibaly,"Oct 25, '23, WAS @ IND",19,3,147,4327,533,1265,151,497,295,401,170,667,371,171,112,252,348,1512,0.421,0.304,0.736,29.4,10.3,4.5,2.5,1.2,0.8,2024,2026-01-24
19,Ricky Council IV,"Jan 2, '24, PHI vs. CHI",22,2,105,1539,231,575,67,245,176,224,65,260,113,40,14,57,84,705,0.402,0.273,0.786,14.7,6.7,2.5,1.1,0.4,0.1,2024,2026-01-24
20,Jalen Crutcher,"Feb 27, '24, NOP @ NYK",24,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,2024,2026-01-24
21,Dexter Dennis,"Dec 1, '23, DAL vs. MEM",24,1,4,30,10,19,1,8,1,3,1,9,4,0,1,3,1,22,0.526,0.125,0.333,7.5,5.5,2.3,1.0,0.0,0.3,2024,2026-01-24
22,Gradey Dick,"Oct 25, '23, TOR vs. MIN",20,3,160,3605,560,1346,243,704,227,265,99,425,197,113,17,157,276,1590,0.416,0.345,0.857,22.5,9.9,2.7,1.2,0.7,0.1,2024,2026-01-24
23,Henri Drell,"Mar 14, '24, CHI vs. LAC",23,1,4,30,4,10,2,6,1,2,1,4,4,2,1,2,6,11,0.4,0.333,0.5,7.5,2.8,1.0,1.0,0.5,0.3,2024,2026-01-24
24,Tosan Evbuomwan,"Feb 2, '24, MEM vs. GSW",22,3,50,1040,130,292,36,109,72,98,51,182,71,30,15,48,79,368,0.445,0.33,0.735,20.8,7.4,3.6,1.4,0.6,0.3,2024,2026-01-24
25,Adam Flagler,"Feb 23, '24, OKC vs. WAS",24,2,39,217,26,103,15,78,1,2,7,27,16,8,3,4,15,68,0.252,0.192,0.5,5.6,1.7,0.7,0.4,0.2,0.1,2024,2026-01-24
26,Jordan Ford,"Oct 25, '23, SAC @ UTA",25,1,6,22,4,7,2,3,2,2,0,2,2,0,0,1,0,12,0.571,0.667,1.0,3.7,2.0,0.3,0.3,0.0,0.0,2024,2026-01-24
27,Javon Freeman-Liberty,"Jan 17, '24, TOR vs. MIA",24,1,22,403,55,124,10,42,33,36,16,70,40,10,4,25,28,153,0.444,0.238,0.917,18.3,7.0,3.2,1.8,0.5,0.2,2024,2026-01-24
28,Alex Fudge,"Nov 4, '23, LAL @ ORL",20,1,6,40,6,15,1,5,2,2,4,5,0,3,0,2,2,15,0.4,0.2,1.0,6.7,2.5,0.8,0.0,0.5,0.0,2024,2026-01-24
29,Andrew Funk,"Mar 14, '24, CHI vs. LAC",24,1,5,13,0,4,0,3,0,0,0,0,0,1,1,0,0,0,0.0,0.0,,2.6,0.0,0.0,0.0,0.2,0.2,2024,2026-01-24
30,Kaiser Gates,"Oct 30, '23, NOP vs. GSW",27,1,1,7,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0.0,0.0,,7.0,0.0,1.0,0.0,0.0,0.0,2024,2026-01-24
31,Keyonte George,"Oct 25, '23, UTA vs. SAC",20,3,186,5646,1014,2466,437,1250,706,822,62,638,1002,129,29,521,305,3171,0.411,0.35,0.859,30.4,17.0,3.4,5.4,0.7,0.2,2024,2026-01-24
32,Collin Gillespie,"Oct 24, '23, DEN vs. LAL",24,3,101,1923,306,692,182,431,76,92,67,279,318,96,17,107,118,870,0.442,0.422,0.826,19.0,8.6,2.8,3.1,1.0,0.2,2024,2026-01-24
33,Mouhamadou Gueye,"Feb 12, '24, TOR vs. SAS",25,1,11,120,11,38,0,3,4,9,12,23,5,3,18,12,15,26,0.289,0.0,0.444,10.9,2.4,2.1,0.5,0.3,1.6,2024,2026-01-24
34,Mouhamed Gueye,"Oct 29, '23, ATL @ MIL",21,3,83,1316,162,380,46,170,59,85,105,317,75,69,62,42,146,429,0.426,0.271,0.694,15.9,5.2,3.8,0.9,0.8,0.7,2024,2026-01-24
35,Jordan Hawkins,"Oct 25, '23, NOP @ MEM",21,3,158,2974,435,1181,247,723,161,196,68,368,162,57,37,120,145,1278,0.368,0.342,0.821,18.8,8.1,2.3,1.0,0.4,0.2,2024,2026-01-24
36,Scoot Henderson,"Oct 25, '23, POR @ LAC",19,2,128,3524,594,1482,192,565,325,410,105,392,671,116,26,389,376,1705,0.401,0.34,0.793,27.5,13.3,3.1,5.2,0.9,0.2,2024,2026-01-24
37,Taylor Hendricks,"Oct 25, '23, UTA vs. SAC",20,3,74,1397,167,375,79,215,49,63,79,295,55,46,42,46,124,462,0.445,0.367,0.778,18.9,6.2,4.0,0.7,0.6,0.6,2024,2026-01-24
38,D'Moi Hodge,"Nov 4, '23, LAL @ ORL",25,1,7,41,5,15,3,12,1,2,0,0,5,1,1,1,4,14,0.333,0.25,0.5,5.9,2.0,0.0,0.7,0.1,0.1,2024,2026-01-24
39,Chet Holmgren,"Oct 25, '23, OKC @ CHI",21,3,153,4425,934,1752,227,607,436,562,247,1234,325,99,338,254,375,2531,0.533,0.374,0.776,28.9,16.5,8.1,2.1,0.6,2.2,2024,2026-01-24
40,Jalen Hood-Schifino,"Nov 27, '23, LAL @ PHI",20,2,36,424,47,143,16,61,30,41,5,40,45,8,9,27,38,140,0.329,0.262,0.732,11.8,3.9,1.1,1.3,0.2,0.3,2024,2026-01-24
41,Jett Howard,"Oct 25, '23, ORL vs. HOU",20,3,106,1076,154,415,88,289,35,45,31,117,74,19,17,45,99,431,0.371,0.304,0.778,10.2,4.1,1.1,0.7,0.2,0.2,2024,2026-01-24
42,Matthew Hurt,"Jan 29, '24, MEM vs. SAC",23,1,8,113,12,34,5,20,3,3,9,16,4,3,3,2,8,32,0.353,0.25,1.0,14.1,4.0,2.0,0.5,0.4,0.4,2024,2026-01-24
43,Andre Jackson Jr.,"Oct 29, '23, MIL vs. ATL",22,3,142,1675,154,329,52,142,29,45,113,310,152,55,22,94,225,389,0.468,0.366,0.644,11.8,2.7,2.2,1.1,0.4,0.2,2024,2026-01-24
44,GG Jackson II,"Oct 30, '23, MEM vs. DAL",19,3,99,2030,370,883,150,440,168,225,88,349,103,56,40,116,125,1058,0.419,0.341,0.747,20.5,10.7,3.5,1.0,0.6,0.4,2024,2026-01-24
45,Trayce Jackson-Davis,"Oct 27, '23, GSW @ SAC",23,3,162,2477,463,728,1,5,159,280,302,759,215,62,132,108,217,1086,0.636,0.2,0.568,15.3,6.7,4.7,1.3,0.4,0.8,2024,2026-01-24
46,Jaime Jaquez Jr.,"Oct 25, '23, MIA vs. DET",22,3,181,4632,802,1639,121,391,348,450,219,784,548,170,42,297,327,2073,0.489,0.309,0.773,25.6,11.5,4.3,3.0,0.9,0.2,2024,2026-01-24
47,Trey Jemison,"Jan 24, '24, WAS vs. MIN",24,3,69,1003,119,213,0,0,35,59,113,249,44,21,45,61,144,273,0.559,,0.593,14.5,4.0,3.6,0.6,0.3,0.7,2024,2026-01-24
48,Keyontae Johnson,"Oct 29, '23, OKC vs. DEN",23,1,9,66,5,16,1,3,0,0,4,10,4,1,0,4,5,11,0.313,0.333,,7.3,1.2,1.1,0.4,0.1,0.0,2024,2026-01-24
49,Colby Jones,"Oct 25, '23, SAC @ UTA",21,3,70,714,88,203,18,73,29,46,38,131,66,33,18,33,67,223,0.433,0.247,0.63,10.2,3.2,1.9,0.9,0.5,0.3,2024,2026-01-24
50,Maxwell Lewis,"Oct 24, '23, LAL @ DEN",21,2,62,430,49,129,20,59,9,13,20,59,25,11,8,24,34,127,0.38,0.339,0.692,6.9,2.0,1.0,0.4,0.2,0.1,2024,2026-01-24
51,E.J. Liddell,"Oct 28, '23, NOP vs. NYK",23,3,28,111,14,33,5,23,6,7,6,23,4,3,3,4,17,39,0.424,0.217,0.857,4.0,1.4,0.8,0.1,0.1,0.1,2024,2026-01-24
52,Dereck Lively II,"Oct 25, '23, DAL @ SAS",19,3,98,2242,366,505,0,2,95,164,253,685,158,60,144,101,265,827,0.725,0.0,0.579,22.9,8.4,7.0,1.6,0.6,1.5,2024,2026-01-24
53,Chris Livingston,"Nov 1, '23, MIL @ TOR",20,3,45,213,24,56,1,16,16,21,13,59,11,8,0,11,27,65,0.429,0.063,0.762,4.7,1.4,1.3,0.2,0.2,0.0,2024,2026-01-24
54,Seth Lundy,"Dec 15, '23, ATL @ TOR",23,1,9,52,4,17,3,13,3,4,1,7,0,0,0,1,6,14,0.235,0.231,0.75,5.8,1.6,0.8,0.0,0.0,0.0,2024,2026-01-24
55,Nathan Mensah,"Dec 15, '23, CHO vs. NOP",25,1,25,307,12,28,0,0,9,12,29,65,9,6,14,14,64,33,0.429,,0.75,12.3,1.3,2.6,0.4,0.2,0.6,2024,2026-01-24
56,Vasilije MiciÄ,"Oct 27, '23, OKC @ CLE",30,2,101,1961,254,643,88,279,95,116,34,177,390,46,7,176,113,691,0.395,0.315,0.819,19.4,6.8,1.8,3.9,0.5,0.1,2024,2026-01-24
57,Brandon Miller,"Oct 25, '23, CHO vs. ATL",21,3,129,4148,871,2043,368,1011,297,354,113,563,368,123,89,281,338,2407,0.426,0.364,0.839,32.2,18.7,4.4,2.9,1.0,0.7,2024,2026-01-24
58,Jordan Miller,"Oct 25, '23, LAC vs. POR",24,3,68,870,128,269,28,88,74,90,45,131,70,33,9,49,51,358,0.476,0.318,0.822,12.8,5.3,1.9,1.0,0.5,0.1,2024,2026-01-24
59,Leonard Miller,"Oct 28, '23, MIN vs. MIA",20,3,47,170,37,67,3,21,16,21,14,54,13,8,2,10,18,93,0.552,0.143,0.762,3.6,2.0,1.1,0.3,0.2,0.0,2024,2026-01-24
60,Dariq Whitehead,"Nov 25, '23, BRK vs. MIA",19,2,22,270,40,101,33,77,4,7,4,33,15,6,2,15,22,117,0.396,0.429,0.571,12.3,5.3,1.5,0.7,0.3,0.1,2024,2026-01-24
61,Taze Moore,"Jan 21, '24, POR @ LAL",25,2,6,60,10,29,2,11,2,4,8,16,6,4,0,5,4,24,0.345,0.182,0.5,10.0,4.0,2.7,1.0,0.7,0.0,2024,2026-01-24
62,Kris Murray,"Oct 25, '23, POR @ LAC",23,3,165,3262,340,820,96,381,94,155,222,542,190,128,52,129,226,870,0.415,0.252,0.606,19.8,5.3,3.3,1.2,0.8,0.3,2024,2026-01-24
63,Pete Nance,"Jan 20, '24, CLE @ ATL",23,3,34,257,31,66,19,42,1,4,8,40,15,7,4,10,23,82,0.47,0.452,0.25,7.6,2.4,1.2,0.4,0.2,0.1,2024,2026-01-24
64,Markquis Nowell,"Nov 15, '23, TOR vs. MIL",24,1,1,4,0,1,0,0,2,2,2,2,2,1,0,0,0,2,0.0,,1.0,4.0,2.0,2.0,2.0,1.0,0.0,2024,2026-01-24
65,MÃ£ozinha Pereira,"Mar 20, '24, MEM @ GSW",23,1,7,122,18,35,5,13,7,10,11,37,2,6,4,5,10,48,0.514,0.385,0.7,17.4,6.9,5.3,0.3,0.9,0.6,2024,2026-01-24
66,Drew Peterson,"Dec 23, '23, BOS @ LAC",24,3,34,273,23,63,16,50,8,11,12,50,16,10,3,9,22,70,0.365,0.32,0.727,8.0,2.1,1.5,0.5,0.3,0.1,2024,2026-01-24
67,Filip PetruÅ¡ev,"Oct 29, '23, PHI vs. POR",23,1,3,10,1,2,0,0,1,2,0,1,0,0,0,0,1,3,0.5,,0.5,3.3,1.0,0.3,0.0,0.0,0.0,2024,2026-01-24
68,Julian Phillips,"Oct 25, '23, CHI vs. OKC",20,3,149,1737,192,439,76,235,78,101,99,245,59,60,33,43,180,538,0.437,0.323,0.772,11.7,3.6,1.6,0.4,0.4,0.2,2024,2026-01-24
69,Jalen Pickett,"Oct 24, '23, DEN vs. LAL",24,3,106,1340,161,371,84,209,18,21,31,171,211,34,8,58,81,424,0.434,0.402,0.857,12.6,4.0,1.6,2.0,0.3,0.1,2024,2026-01-24
70,Brandin Podziemski,"Oct 30, '23, GSW @ NOP",20,3,184,4917,751,1658,288,754,200,280,213,956,648,181,35,226,305,1990,0.453,0.382,0.714,26.7,10.8,5.2,3.5,1.0,0.2,2024,2026-01-24
71,Craig Porter Jr.,"Oct 28, '23, CLE vs. IND",23,3,142,1869,266,535,56,139,79,114,99,319,310,76,56,120,111,667,0.497,0.403,0.693,13.2,4.7,2.2,2.2,0.5,0.4,2024,2026-01-24
72,Olivier-Maxence Prosper,"Nov 3, '23, DAL @ DEN",21,3,112,1146,141,342,32,118,103,145,81,250,77,37,11,34,64,417,0.412,0.271,0.71,10.2,3.7,2.2,0.7,0.3,0.1,2024,2026-01-24
73,Duop Reath,"Nov 12, '23, POR @ LAL",27,3,146,1941,333,739,145,406,94,121,147,380,103,50,60,75,230,905,0.451,0.357,0.777,13.3,6.2,2.6,0.7,0.3,0.4,2024,2026-01-24
74,Rayan Rupert,"Oct 25, '23, POR @ LAC",19,3,129,1536,152,411,58,188,49,67,67,226,114,49,9,76,138,411,0.37,0.309,0.731,11.9,3.2,1.8,0.9,0.4,0.1,2024,2026-01-24
75,Jermaine Samuels,"Oct 25, '23, HOU @ ORL",25,1,14,60,9,14,0,2,2,2,3,13,3,1,2,0,5,20,0.643,0.0,1.0,4.3,1.4,0.9,0.2,0.1,0.1,2024,2026-01-24
76,Adama Sanogo,"Dec 28, '23, CHI vs. IND",21,2,13,87,18,34,0,0,8,12,24,42,1,1,0,6,6,44,0.529,,0.667,6.7,3.4,3.2,0.1,0.1,0.0,2024,2026-01-24
77,Gui Santos,"Nov 16, '23, GSW vs. OKC",21,3,114,1357,156,333,67,194,61,83,115,303,129,44,19,75,160,440,0.468,0.345,0.735,11.9,3.9,2.7,1.1,0.4,0.2,2024,2026-01-24
78,Marcus Sasser,"Oct 25, '23, DET @ MIA",23,3,140,2283,379,860,162,426,111,128,30,207,392,88,18,152,187,1031,0.441,0.38,0.867,16.3,7.4,1.5,2.8,0.6,0.1,2024,2026-01-24
79,Brice Sensabaugh,"Oct 25, '23, UTA vs. SAC",20,3,145,2894,530,1196,258,695,177,200,93,438,228,88,19,205,226,1495,0.443,0.371,0.885,20.0,10.3,3.0,1.6,0.6,0.1,2024,2026-01-24
80,Ben Sheppard,"Oct 25, '23, IND vs. WAS",22,3,154,2816,286,719,157,482,73,87,81,379,198,91,20,54,276,802,0.398,0.326,0.839,18.3,5.2,2.5,1.3,0.6,0.1,2024,2026-01-24
81,Dmytro Skapintsev,"Dec 23, '23, NYK vs. MIL",25,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,2024,2026-01-24
82,Jalen Slawson,"Nov 15, '23, SAC @ LAL",24,1,12,37,4,6,0,2,0,0,1,7,2,1,1,2,8,8,0.667,0.0,,3.1,0.7,0.6,0.2,0.1,0.1,2024,2026-01-24
83,Nick Smith Jr.,"Oct 25, '23, CHO vs. ATL",19,3,134,2398,388,981,194,520,63,72,33,218,231,35,15,139,158,1033,0.396,0.373,0.875,17.9,7.7,1.6,1.7,0.3,0.1,2024,2026-01-24
84,Terquavion Smith,"Jan 19, '24, PHI @ ORL",21,1,16,84,18,46,13,35,3,5,0,4,12,8,0,7,8,52,0.391,0.371,0.6,5.3,3.3,0.3,0.8,0.5,0.0,2024,2026-01-24
85,Pat Spencer,"Feb 25, '24, GSW vs. DEN",27,3,75,687,105,257,22,71,32,39,36,109,142,32,4,46,54,264,0.409,0.31,0.821,9.2,3.5,1.5,1.9,0.4,0.1,2024,2026-01-24
86,Julian Strawther,"Oct 27, '23, DEN @ MEM",21,3,137,2142,319,781,142,438,118,150,24,231,146,60,24,90,228,898,0.408,0.324,0.787,15.6,6.6,1.7,1.1,0.4,0.2,2024,2026-01-24
87,Amen Thompson,"Oct 25, '23, HOU @ ORL",21,3,173,5179,927,1726,49,231,435,604,459,1296,646,232,150,334,408,2338,0.537,0.212,0.72,29.9,13.5,7.5,3.7,1.3,0.9,2024,2026-01-24
88,Ausar Thompson,"Oct 25, '23, DET @ MIA",21,3,160,3899,646,1271,37,181,234,388,320,931,352,229,130,221,448,1563,0.508,0.204,0.603,24.4,9.8,5.8,2.2,1.4,0.8,2024,2026-01-24
89,Jacob Toppin,"Dec 5, '23, NYK @ MIL",23,3,31,131,18,37,6,14,2,2,6,23,10,2,2,4,7,44,0.486,0.429,1.0,4.2,1.4,0.7,0.3,0.1,0.1,2024,2026-01-24
90,Oscar Tshiebwe,"Dec 9, '23, IND @ LAL",24,3,23,312,53,94,0,0,29,40,56,144,12,16,2,10,29,135,0.564,,0.725,13.6,5.9,6.3,0.5,0.7,0.1,2024,2026-01-24
91,Hunter Tyson,"Oct 29, '23, DEN @ OKC",23,3,86,580,66,189,33,118,30,39,30,114,34,13,7,20,65,195,0.349,0.28,0.769,6.7,2.3,1.3,0.4,0.2,0.1,2024,2026-01-24
92,Sasha Vezenkov,"Oct 25, '23, SAC @ UTA",28,1,42,511,84,191,45,120,12,15,30,96,19,20,7,12,42,225,0.44,0.375,0.8,12.2,5.4,2.3,0.5,0.5,0.2,2024,2026-01-24
93,Tristan Vukcevic,"Mar 23, '24, WAS vs. TOR",20,3,75,1008,219,463,60,198,124,161,49,237,81,24,50,82,122,622,0.473,0.303,0.77,13.4,8.3,3.2,1.1,0.3,0.7,2024,2026-01-24
94,Jarace Walker,"Oct 25, '23, IND vs. WAS",20,3,153,2571,355,843,167,435,120,162,56,482,236,99,52,162,217,997,0.421,0.384,0.741,16.8,6.5,3.2,1.5,0.6,0.3,2024,2026-01-24
95,Cason Wallace,"Oct 25, '23, OKC @ CHI",20,3,193,4708,567,1218,230,605,80,102,158,547,384,287,82,144,361,1444,0.466,0.38,0.784,24.4,7.5,2.8,2.0,1.5,0.4,2024,2026-01-24
96,Jordan Walsh,"Jan 17, '24, BOS vs. SAS",19,3,99,1212,121,251,45,129,33,45,80,264,56,51,30,40,129,320,0.482,0.349,0.733,12.2,3.2,2.7,0.6,0.5,0.3,2024,2026-01-24
97,Victor Wembanyama,"Oct 25, '23, SAS vs. DAL",20,3,148,4527,1221,2557,328,946,626,764,304,1599,531,166,511,493,344,3396,0.478,0.347,0.819,30.6,22.9,10.8,3.6,1.1,3.5,2024,2026-01-24
98,Cam Whitmore,"Oct 25, '23, HOU @ ORL",19,3,119,2061,468,1039,160,459,153,215,99,389,97,76,38,110,133,1249,0.45,0.349,0.712,17.3,10.5,3.3,0.8,0.6,0.3,2024,2026-01-24
99,Malik Williams,"Apr 3, '24, TOR @ MIN",25,1,7,107,9,34,1,5,0,2,15,38,2,3,4,3,15,19,0.265,0.2,0.0,15.3,2.7,5.4,0.3,0.4,0.6,2024,2026-01-24
100,Jalen Wilson,"Nov 1, '23, BRK @ MIA",23,3,151,3093,368,921,173,513,201,248,126,436,206,60,11,112,246,1110,0.4,0.337,0.81,20.5,7.4,2.9,1.4,0.4,0.1,2024,2026-01-24
101,Isaiah Wong,"Dec 9, '23, IND @ LAL",23,2,21,269,42,108,13,34,25,34,14,32,28,11,0,18,21,122,0.389,0.382,0.735,12.8,5.8,1.5,1.3,0.5,0.0,2024,2026-01-24
1,Trey Alexander,"Oct 24, '24, DEN vs. OKC",21,2,29,159,19,50,5,20,3,4,1,16,16,3,2,6,14,46,0.38,0.25,0.75,5.5,1.6,0.6,0.6,0.1,0.1,2025,2026-01-24
2,Marcus Bagley,"Mar 24, '25, PHI @ NOP",23,1,10,253,27,69,5,32,8,10,23,70,10,9,12,7,16,67,0.391,0.156,0.8,25.3,6.7,7.0,1.0,0.9,1.2,2025,2026-01-24
3,Jamison Battle,"Oct 23, '24, TOR vs. CLE",23,2,92,1331,193,428,126,306,22,27,47,209,67,22,12,39,118,534,0.451,0.412,0.815,14.5,5.8,2.3,0.7,0.2,0.1,2025,2026-01-24
4,Damion Baugh,"Feb 12, '25, CHO @ ORL",24,1,15,370,42,130,12,56,13,15,14,50,56,15,2,31,22,109,0.323,0.214,0.867,24.7,7.3,3.3,3.7,1.0,0.1,2025,2026-01-24
5,Reece Beekman,"Oct 29, '24, GSW vs. NOP",23,1,36,469,35,107,7,40,16,21,13,39,63,33,2,21,36,93,0.327,0.175,0.762,13.0,2.6,1.1,1.8,0.9,0.1,2025,2026-01-24
6,Adem Bona,"Oct 23, '24, PHI vs. MIL",21,2,92,1476,183,273,2,6,108,161,153,380,36,37,116,87,193,476,0.67,0.333,0.671,16.0,5.2,4.1,0.4,0.4,1.3,2025,2026-01-24
7,Jalen Bridges,"Nov 13, '24, PHO @ SAC",23,1,8,30,2,7,2,7,3,4,0,4,0,0,0,4,0,9,0.286,0.286,0.75,3.8,1.1,0.5,0.0,0.0,0.0,2025,2026-01-24
8,Keion Brooks Jr.,"Feb 5, '25, NOP @ DEN",24,1,14,332,53,109,14,43,22,30,12,58,13,10,10,12,30,142,0.486,0.326,0.733,23.7,10.1,4.1,0.9,0.7,0.7,2025,2026-01-24
9,Matas Buzelis,"Oct 23, '24, CHI @ NOP",20,2,124,2737,488,1049,177,493,191,240,103,505,162,61,137,147,239,1344,0.465,0.359,0.796,22.1,10.8,4.1,1.3,0.5,1.1,2025,2026-01-24
10,Branden Carlson,"Nov 25, '24, OKC @ SAC",25,2,63,589,108,220,42,123,23,35,35,135,33,11,37,18,50,281,0.491,0.341,0.657,9.3,4.5,2.1,0.5,0.2,0.6,2025,2026-01-24
11,Bub Carrington,"Oct 24, '24, WAS vs. BOS",19,2,125,3685,445,1112,225,623,112,142,52,506,561,79,32,242,292,1227,0.4,0.361,0.789,29.5,9.8,4.0,4.5,0.6,0.3,2025,2026-01-24
12,Devin Carter,"Jan 3, '25, SAC vs. MEM",22,2,48,497,60,165,23,81,33,51,24,90,54,27,6,26,49,176,0.364,0.284,0.647,10.4,3.7,1.9,1.1,0.6,0.1,2025,2026-01-24
13,Stephon Castle,"Oct 24, '24, SAS @ DAL",20,2,117,3279,626,1438,135,475,412,570,131,478,586,120,32,304,289,1799,0.435,0.284,0.723,28.0,15.4,4.1,5.0,1.0,0.3,2025,2026-01-24
14,Ulrich Chomche,"Oct 23, '24, TOR vs. CLE",19,1,7,32,2,5,0,0,1,2,4,8,2,0,1,2,5,5,0.4,,0.5,4.6,0.7,1.1,0.3,0.0,0.1,2025,2026-01-24
15,Cam Christie,"Dec 4, '24, LAC vs. MIN",19,2,42,353,41,109,12,49,31,43,13,64,23,13,3,14,18,125,0.376,0.245,0.721,8.4,3.0,1.5,0.5,0.3,0.1,2025,2026-01-24
16,Jaylen Clark,"Jan 9, '25, MIN @ ORL",23,2,82,1112,117,261,39,110,62,88,65,136,51,68,9,22,123,335,0.448,0.355,0.705,13.6,4.1,1.7,0.6,0.8,0.1,2025,2026-01-24
17,Donovan Clingan,"Oct 23, '24, POR vs. GSW",20,2,108,2446,356,660,51,167,133,210,394,970,156,52,162,113,286,896,0.539,0.305,0.633,22.6,8.3,9.0,1.4,0.5,1.5,2025,2026-01-24
18,Isaiah Collier,"Nov 7, '24, UTA @ MIL",20,2,108,2696,356,795,60,222,171,255,46,321,689,93,28,294,233,943,0.448,0.27,0.671,25.0,8.7,3.0,6.4,0.9,0.3,2025,2026-01-24
19,Yuri Collins,"Feb 23, '25, GSW vs. DAL",23,1,2,16,1,3,0,0,0,0,2,3,4,2,0,0,5,2,0.333,,,8.0,1.0,1.5,2.0,1.0,0.0,2025,2026-01-24
20,Isaiah Crawford,"Dec 8, '24, SAC vs. UTA",23,2,17,51,5,12,1,6,2,4,1,8,1,1,2,1,2,13,0.417,0.167,0.5,3.0,0.8,0.5,0.1,0.1,0.1,2025,2026-01-24
21,Cui Yongxi,"Oct 27, '24, BRK vs. MIL",21,1,5,10,1,7,0,3,1,2,0,2,0,0,0,0,0,3,0.143,0.0,0.5,2.0,0.6,0.4,0.0,0.0,0.0,2025,2026-01-24
22,Tristan Da Silva,"Oct 23, '24, ORL @ MIA",23,2,112,2501,333,788,138,392,87,101,103,380,157,65,26,91,143,891,0.423,0.352,0.861,22.3,8.0,3.4,1.4,0.6,0.2,2025,2026-01-24
23,Pacome Dadiet,"Oct 22, '24, NYK @ BOS",19,2,36,168,12,40,6,24,8,10,4,29,13,5,2,4,10,38,0.3,0.25,0.8,4.7,1.1,0.8,0.4,0.1,0.1,2025,2026-01-24
24,N'Faly Dante,"Mar 3, '25, HOU @ OKC",23,2,8,66,11,17,0,0,5,6,9,28,2,3,5,3,10,27,0.647,,0.833,8.3,3.4,3.5,0.3,0.4,0.6,2025,2026-01-24
25,RayJ Dennis,"Jan 10, '25, IND vs. GSW",23,2,26,247,33,106,18,60,10,11,10,35,44,11,6,20,24,94,0.311,0.3,0.909,9.5,3.6,1.3,1.7,0.4,0.2,2025,2026-01-24
26,Rob Dillingham,"Nov 2, '24, MIN @ SAS",20,2,81,828,138,344,36,105,23,35,17,89,155,37,4,85,73,335,0.401,0.343,0.657,10.2,4.1,1.1,1.9,0.5,0.0,2025,2026-01-24
27,Alex Ducas,"Oct 24, '24, OKC @ DEN",24,1,21,125,12,30,10,21,2,2,9,26,5,5,0,4,12,36,0.4,0.476,1.0,6.0,1.7,1.2,0.2,0.2,0.0,2025,2026-01-24
28,Ryan Dunn,"Oct 23, '24, PHO @ LAC",22,2,111,2186,301,689,113,361,37,65,151,431,121,79,58,79,251,752,0.437,0.313,0.569,19.7,6.8,3.9,1.1,0.7,0.5,2025,2026-01-24
29,Zach Edey,"Oct 23, '24, MEM @ UTA",22,2,77,1700,313,531,19,57,115,159,275,670,77,43,106,114,219,760,0.589,0.333,0.723,22.1,9.9,8.7,1.0,0.6,1.4,2025,2026-01-24
30,Jesse Edwards,"Mar 2, '25, MIN @ PHO",24,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,,2.5,0.0,0.0,0.5,0.0,0.0,2025,2026-01-24
31,Justin Edwards,"Nov 24, '24, PHI vs. LAC",21,2,77,1629,228,524,101,286,47,63,61,198,107,66,24,70,148,604,0.435,0.353,0.746,21.2,7.8,2.6,1.4,0.9,0.3,2025,2026-01-24
32,Tyson Etienne,"Mar 28, '25, BRK vs. LAC",25,2,15,185,21,67,17,57,8,10,3,9,13,3,1,9,22,67,0.313,0.298,0.8,12.3,4.5,0.6,0.9,0.2,0.1,2025,2026-01-24
33,Kyle Filipowski,"Oct 25, '24, UTA vs. GSW",21,2,116,2507,413,849,113,336,161,239,183,711,229,78,42,157,294,1100,0.486,0.336,0.674,21.6,9.5,6.1,2.0,0.7,0.4,2025,2026-01-24
34,Trentyn Flowers,"Dec 4, '24, LAC vs. MIN",19,2,8,33,6,14,0,3,3,3,2,5,1,0,0,2,5,15,0.429,0.0,1.0,4.1,1.9,0.6,0.1,0.0,0.0,2025,2026-01-24
35,Enrique Freeman,"Oct 23, '24, IND @ DET",24,1,22,181,16,37,1,10,13,19,11,30,9,3,3,6,21,46,0.432,0.1,0.684,8.2,2.1,1.4,0.4,0.1,0.1,2025,2026-01-24
36,Johnny Furphy,"Oct 25, '24, IND @ NYK",20,2,77,846,91,201,36,104,31,50,46,179,40,33,16,35,87,249,0.453,0.346,0.62,11.0,3.2,2.3,0.5,0.4,0.2,2025,2026-01-24
37,Kyshawn George,"Oct 24, '24, WAS vs. BOS",21,2,102,2867,395,964,189,543,141,185,83,481,339,104,79,201,341,1120,0.41,0.348,0.762,28.1,11.0,4.7,3.3,1.0,0.8,2025,2026-01-24
38,Jazian Gortman,"Oct 26, '24, DAL @ PHO",21,1,16,57,9,23,4,11,2,4,1,5,6,2,1,5,9,24,0.391,0.364,0.5,3.6,1.5,0.3,0.4,0.1,0.1,2025,2026-01-24
